id,SalePrice
1461,120342.09676334517
1462,151785.04933444253
1463,185489.99253327627
1464,195149.1104434512
1465,201855.2979434653
1466,172189.86022407463
1467,177973.0515337627
1468,158790.5269938951
1469,184893.96596890147
1470,121234.93723204141
1471,183669.88496448298
1472,94675.71139754954
1473,95065.57284951903
1474,144873.77525723435
1475,111584.81556966288
1476,368294.765903192
1477,258326.0400416942
1478,316985.73428535956
1479,296422.93991287093
1480,454050.69788710744
1481,321291.34278948593
1482,212976.9665051298
1483,184147.13715151206
1484,162510.8244262785
1485,186435.10482496486
1486,192958.42741037015
1487,346431.29775217373
1488,234654.3466861737
1489,200185.48634535703
1490,239027.6256304069
1491,194014.13240529498
1492,89605.48610964329
1493,175304.80480898666
1494,315890.6849187585
1495,291885.11512570916
1496,226865.82709111174
1497,185633.85208708385
1498,182578.28317572063
1499,160429.8653877634
1500,155646.63672566548
1501,177591.46482714952
1502,137885.18822347178
1503,295100.6225141392
1504,242751.63115135988
1505,226694.16411557407
1506,192726.60150245903
1507,251572.39257817404
1508,208513.37655852942
1509,155630.33156275275
1510,142804.80232239544
1511,167663.21224908746
1512,175162.79777725725
1513,138871.79910273783
1514,166190.52055917835
1515,199997.05398057296
1516,150473.28598582163
1517,167080.24491869335
1518,128148.03243488459
1519,207491.57081550494
1520,124103.456988722
1521,131744.89250582867
1522,180616.53670969175
1523,113624.93226240153
1524,127888.29595137101
1525,121363.70803881202
1526,112791.56211923414
1527,106626.50090521469
1528,135188.27032187383
1529,150714.1162722762
1530,184111.49731055065
1531,107987.37509584162
1532,96132.69105399282
1533,154875.728193714
1534,126048.94011131993
1535,145275.58672557893
1536,104302.25843791988
1537,66236.26862481768
1538,143235.85037744272
1539,201377.18583065012
1540,83059.39938464448
1541,132528.30864474922
1542,154952.85957133461
1543,182445.47706618885
1544,93780.12461340782
1545,120219.343051178
1546,138318.88687779376
1547,132378.25411819227
1548,143487.33418080665
1549,123358.21728812937
1550,139160.6575230843
1551,102385.71360319426
1552,137494.34867673652
1553,138717.3134308472
1554,110970.9568041399
1555,165429.17992616352
1556,83216.10600805232
1557,126000.5895262769
1558,104900.14302939994
1559,57309.19909440146
1560,138373.79837013487
1561,131312.24965903498
1562,128715.21247353089
1563,119956.97771370776
1564,161043.18009783508
1565,149449.18371146638
1566,235048.75377904635
1567,75412.53730180275
1568,234706.14797979774
1569,133943.59007762314
1570,129387.00847614185
1571,118235.81928674149
1572,136313.90044733003
1573,219736.96133862247
1574,117290.80256068552
1575,220764.53639791688
1576,250157.94124393954
1577,180375.3461127326
1578,140425.6176259681
1579,153650.39909598225
1580,193494.07929433737
1581,154293.5256442933
1582,122985.27294088723
1583,295204.2789264838
1584,213067.31142088893
1585,135432.90258096435
1586,79982.0425042053
1587,103469.91894260673
1588,137948.83618377443
1589,101155.88938429934
1590,129436.88385147213
1591,91243.98541274502
1592,119427.72923182999
1593,131192.32261138016
1594,138515.07682987236
1595,114833.77524454764
1596,224486.89189836022
1597,199012.17542758642
1598,226308.00382494892
1599,169729.69237940057
1600,165233.49235696052
1601,74196.79332046073
1602,116889.8899667641
1603,60017.381600478446
1604,257210.64886109365
1605,233441.61651141467
1606,167485.9053423543
1607,194617.74090904236
1608,223542.18665373395
1609,189665.653021459
1610,153126.44661455764
1611,135974.0011350175
1612,165329.11407070322
1613,164934.32167798956
1614,119593.60659731166
1615,89847.33678200934
1616,75676.91574753314
1617,90576.53127431552
1618,133241.38510397045
1619,134203.40225128902
1620,-1.0
1621,136716.68602695625
1622,140652.54015875916
1623,258680.6089628664
1624,199733.33140808909
1625,116994.41397314507
1626,168846.61027100205
1627,190565.43868294946
1628,268860.1930987394
1629,175039.52052058713
1630,347154.01002761273
1631,233044.96507974743
1632,259112.6950338208
1633,164976.5983048154
1634,182430.44332300947
1635,171926.57932175728
1636,148373.8753660724
1637,215804.59206987324
1638,178109.41610719982
1639,188842.04683321613
1640,242036.9619594
1641,178186.70997342656
1642,244296.1403728847
1643,223424.89576866204
1644,233297.7169480728
1645,207365.57880247937
1646,156378.06081187067
1647,154715.08770638434
1648,126545.48435056383
1649,138044.54720788175
1650,113185.91756562032
1651,122223.50326025364
1652,95380.41109596059
1653,98101.97972027994
1654,144119.20784868932
1655,133282.6904440952
1656,142084.11299090183
1657,151925.59911508893
1658,144455.68456547923
1659,122134.24136924851
1660,154587.689021015
1661,470148.8420591331
1662,428527.1740805105
1663,378984.9700366047
1664,523931.5883458712
1665,309881.65306204447
1666,291991.07180973503
1667,387622.3920083279
